SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,LatLng
WS229,1701 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.051125, -118.438336)"
WW1596,3300 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.057609, -118.302625)"
SW295,5801 MELROSE AVE,Single-Space,FLAT,$1.50,1HR,"(34.083552, -118.328198)"
CB4370,600 SPRING ST,Single-Space,TOD,$1.50 - $3.00,2HR,"(34.045394, -118.251374)"
C539,2701 FIGUEROA ST,Single-Space,FLAT,$1.50,1HR,"(34.026795, -118.277033)"
AE606A,700 DUCOMMUN ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.051732, -118.231628)"
CB3801,400 LOS ANGELES ST,Single-Space,TOD,$1.50 - $5.00,2HR,"(34.046921, -118.246488)"
TZ158,18701 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.171075, -118.541418)"
CB2845,1301 OLIVE ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.037114, -118.263959)"
93253,3524 SUNSET BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.089337, -118.276817)"
CB1177,201 PICO BLVD,Single-Space,FLAT,$1.00,4HR,"(34.037878, -118.262382)"
PR661,6000 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.052725, -118.373527)"
HO280B,1501 VINE ST,Single-Space,FLAT,$1.00,2HR,"(34.099514, -118.32679)"
56435,10910 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.049145, -118.438409)"
L25,201 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.075475, -118.323759)"
WW752,601 ALEXANDRIA AVE,Single-Space,FLAT,$1.50,1HR,"(34.062403, -118.298013)"
CB615,201 11TH ST,Single-Space,TOD,$1.50 - $4.00,2HR,"(34.038096, -118.256522)"
C144,3601 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.020682, -118.29168)"
ED608A,1100 CROCKER ST,Single-Space,TOD,$1.00 - $2.50,2HR,"(34.033704, -118.251095)"
VN1007,14401 GILMORE ST,Single-Space,FLAT,$1.50,2HR,"(34.18771, -118.448446)"
SL89,2200 HYPERION AVE,Single-Space,FLAT,$1.50,4HR,"(34.100649, -118.273151)"
WW2552,4300 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076202, -118.302633)"
CB2347,1501 SAN PEDRO ST,Single-Space,FLAT,$1.00,4HR,"(34.030607, -118.255602)"
LM647,101 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.072248, -118.344153)"
CB4158,1300 MYRTLE ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.033333, -118.255976)"
SL219,2601 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.080073, -118.269715)"
SVV186,4501 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090963, -118.288039)"
56807,10508 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.055102, -118.427049)"
VN366,6251 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.184214, -118.448864)"
GA158,3301 GLENDALE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.11991, -118.259051)"
CB560,1200 SANTEE ST,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.035442, -118.257932)"
ED262,900 12TH ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.031918, -118.249658)"
MV235,12100 VENICE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.005217, -118.430341)"
MV148,12300 VENICE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.003836, -118.432898)"
WS328,2000 WESTWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.046331, -118.433687)"
WW1244,4000 3RD ST,Single-Space,FLAT,$1.50,1HR,"(34.068914, -118.301904)"
SG94,1400 GARDNER ST,Single-Space,FLAT,$1.50,2HR,"(34.097608, -118.352763)"
LP171,3400 43RD PL,Single-Space,FLAT,$1.50,2HR,"(34.004136, -118.332046)"
C955,3650 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.020815, -118.291403)"
SW51A,1000 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.090001, -118.309039)"
CB4352,400 SPRING ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.047638, -118.249283)"
HW371B,1800 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.103999, -118.309171)"
VN338A,14501 SYLVAN ST,Single-Space,FLAT,$1.50,2HR,"(34.184734, -118.450275)"
CT574,701 NEW HIGH ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.060501, -118.238496)"
SL561,2800 ROWENA AVE,Single-Space,FLAT,$1.50,2HR,"(34.107587, -118.265466)"
SH253,1001 MCCADDEN PL,Single-Space,FLAT,$1.50,2HR,"(34.090366, -118.337511)"
SA103,1900 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.07792, -118.260998)"
C966,3650 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.021582, -118.291404)"
VH151,1900 HILLHURST AVE,Single-Space,FLAT,$1.50,2HR,"(34.107124, -118.287318)"
BF168,601 STANLEY AVE,Single-Space,FLAT,$1.50,2HR,"(34.083319, -118.356407)"
61430,40 WINDWARD AVE,Multi-Space,TOD,$0.50 - $1.50,1HR,"(33.98724, -118.472869)"
AE353,700 BANNING ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.049223, -118.233541)"
WH9,19801 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.1725, -118.564595)"
VN602,14300 CALVERT ST,Single-Space,FLAT,$1.50,2HR,"(34.181611, -118.445997)"
CB2037,1301 MAPLE AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.034116, -118.257672)"
WU1119,301 BOYLSTON ST,Single-Space,FLAT,$1.50,2HR,"(34.056407, -118.258159)"
SL372,4300 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.095299, -118.283728)"
TZ343,19500 VENTURA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.172665, -118.558072)"
VW1453,400 SHATTO PL,Single-Space,FLAT,$1.50,2HR,"(34.066688, -118.289858)"
SL383,4300 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.094716, -118.283076)"
WS341,1900 WESTWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047362, -118.434597)"
SV788A,1201 HIGHLAND AVE,Single-Space,FLAT,$1.00,2HR,"(34.092804, -118.338737)"
LM542,7400 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076043, -118.352005)"
WF573,450 SAN VICENTE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.068792, -118.374783)"
SH13,6201 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090825, -118.325841)"
BH389,2001 1ST ST,Single-Space,FLAT,$1.50,1HR,"(34.045188, -118.214187)"
SVV450,800 HELIOTROPE DR,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.087687, -118.294875)"
CB2324,600 PICO BLVD,Single-Space,FLAT,$1.00,4HR,"(34.033074, -118.254671)"
CC812A,901 DIAMOND ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.05873, -118.25201)"
VN956,14401 VICTORY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.186776, -118.447232)"
UC162,3500 CAHUENGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.133138, -118.356296)"
WN116,900 AVALON BLVD,Single-Space,FLAT,$1.50,2HR,"(33.782202, -118.262506)"
WV22,901 GAYLEY AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062499, -118.448327)"
PR524,6101 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.053318, -118.375552)"
VW1735,1301 ORCHARD AVE,Single-Space,FLAT,$1.50,2HR,"(34.046924, -118.288604)"
VW1870A,701 HOOVER ST,Single-Space,FLAT,$1.50,1HR,"(34.05941, -118.284304)"
WB465A,1901 FLOWER ST,Single-Space,FLAT,$1.50,2HR,"(34.033182, -118.271372)"
ED396,700 PICO BLVD,Single-Space,FLAT,$1.00,2HR,"(34.032054, -118.252521)"
SS538,11301 IOWA AVE,Single-Space,FLAT,$1.50,2HR,"(34.044339, -118.449237)"
CB465,1401 SANTEE ST,Single-Space,FLAT,$1.00,4HR,"(34.033813, -118.259431)"
LM613,201 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.075502, -118.344159)"
BF658,8300 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083578, -118.370859)"
WS795C,1500 PONTIUS AVE,Single-Space,FLAT,$1.50,2HR,"(34.049266, -118.446439)"
C138,3601 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.021163, -118.291681)"
CB2597,501 FREMONT AVE,Single-Space,TOD,$2.00 - $5.00,2HR,"(34.05215, -118.258664)"
CB152,1400 HOPE ST,Single-Space,TOD,$1.50 - $2.00,4HR,"(34.037728, -118.266685)"
SS483,1800 SAWTELLE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.042774, -118.445126)"
VS331,1400 KENMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.09786, -118.297149)"
HO484B,6351 YUCCA ST,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.104087, -118.328605)"
VH8,4600 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.100265, -118.290496)"
HO31,1601 LAS PALMAS AVE,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.100655, -118.336191)"
BF432,8000 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.075992, -118.364078)"
SV882,1400 VINE ST,Single-Space,FLAT,$1.00,2HR,"(34.096853, -118.326532)"
CC1555,200 SPRING ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.05123, -118.245937)"
VW961,3501 3RD ST,Single-Space,FLAT,$1.50,1HR,"(34.069145, -118.293312)"
SW102,1101 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.092592, -118.309301)"
BH164,2100 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.50,1HR,"(34.048181, -118.211087)"
CT448,700 YALE ST,Single-Space,FLAT,$1.00,4HR,"(34.062789, -118.2409)"
PB41,5001 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048027, -118.348465)"
VW44,701 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.05888, -118.291738)"
CB3151,600 HOPE ST,Single-Space,FLAT,$7.00,2HR,"(34.048426, -118.25716)"
VN1153,6700 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.193104, -118.448574)"
VN922,14401 FRIAR ST,Single-Space,FLAT,$1.50,2HR,"(34.185742, -118.446968)"
VW1689,2500 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047175, -118.293249)"
WV19,901 GAYLEY AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062733, -118.448419)"
HO221,1601 IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,"(34.100546, -118.328237)"
VS517,1201 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.095237, -118.291873)"
WU518,651 WITMER ST,Single-Space,FLAT,$1.50,2HR,"(34.05263, -118.267501)"
PM45,3201 MOTOR AVE,Single-Space,FLAT,$1.50,1HR,"(34.029685, -118.411172)"
WS503,11001 MASSACHUSETTS AVE,Single-Space,FLAT,$1.50,1HR,"(34.049328, -118.445367)"
56416,10910 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.049137, -118.438224)"
LP176,3400 43RD PL,Single-Space,FLAT,$1.50,2HR,"(34.004138, -118.331823)"
WW2563,4200 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076208, -118.301444)"
VW1696,2500 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047173, -118.292667)"
PM78,9601 VENICE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.024669, -118.396805)"
CB2362,1400 SAN PEDRO ST,Single-Space,FLAT,$1.00,4HR,"(34.030958, -118.255083)"
VW1683,1301 BERENDO ST,Single-Space,FLAT,$1.50,2HR,"(34.046855, -118.293645)"
VN793A,6150 VAN NUYS BLVD,Single-Space,FLAT,$1.50,30MIN,"(34.181954, -118.448565)"
CB2569,700 WALL ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.041378, -118.248984)"
WW2307,2701 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047316, -118.299191)"
HP90,5900 FIGUEROA ST,Single-Space,FLAT,$1.50,1HR,"(34.111091, -118.189499)"
BH290,2000 1ST ST,Single-Space,FLAT,$1.50,1HR,"(34.044977, -118.214132)"
HO901,1600 GOWER ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.100754, -118.322249)"
MD552,1300 SAN PABLO ST,Single-Space,FLAT,$1.50,4HR,"(34.059731, -118.204302)"
LT161,200 1ST ST,Single-Space,FLAT,$4.00,2HR,"(34.050862, -118.241695)"
VW1113,601 LA FAYETTE PARK PL,Single-Space,FLAT,$1.50,2HR,"(34.062157, -118.282877)"
HO283,1501 VINE ST,Single-Space,FLAT,$1.00,2HR,"(34.098748, -118.326787)"
MM248,601 BURNSIDE AVE,Single-Space,FLAT,$1.50,2HR,"(34.06294, -118.349404)"
WV507,10801 LE CONTE AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.06378, -118.444676)"
SS440,1801 SAWTELLE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.043046, -118.445543)"
WV490,10801 LE CONTE AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.063785, -118.443234)"
SS384,11301 IOWA AVE,Single-Space,FLAT,$1.50,2HR,"(34.045195, -118.447808)"
VN43,6701 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.193282, -118.448871)"
WB147,1800 HILL ST,Single-Space,TOD,$1.00 - $2.50,4HR,"(34.032548, -118.266178)"
CB3776,600 LOS ANGELES ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.043609, -118.249905)"
ED664B,900 CROCKER ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.035228, -118.249981)"
WU110,500 COLUMBIA AVE,Single-Space,FLAT,$1.50,2HR,"(34.05597, -118.266103)"
LH11,2200 NORTH BROADWAY,Single-Space,FLAT,$1.50,1HR,"(34.073517, -118.217519)"
WA1182,2300 WILSHIRE BLVD,Single-Space,FLAT,$1.50,4HR,"(34.059338, -118.278176)"
YO21,1301 AVENUE 51,Single-Space,FLAT,$1.50,1HR,"(34.121694, -118.204664)"
HP192,5601 FIGUEROA ST,Single-Space,FLAT,$1.50,1HR,"(34.109558, -118.193119)"
VN20,6801 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.194713, -118.448903)"
66415,6550 HOLLYWOOD BLVD,Multi-Space,TOD,$1.00 - $4.00,2HR,"(34.101496, -118.332715)"
LM431,401 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.079678, -118.344168)"
CB2236,1201 SAN JULIAN ST,Single-Space,TOD,$1.00 - $3.00,4HR,"(34.034167, -118.254595)"
BF32,401 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.079543, -118.361557)"
LC39,8400 WILLOUGHBY AVE,Single-Space,FLAT,$1.50,2HR,"(34.086954, -118.376095)"
56163,10547 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.054994, -118.428048)"
WW585,651 ARDMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.06024, -118.302065)"
PR135,8800 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.054915, -118.385021)"
ED161,1101 12TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.030762, -118.246479)"
56409,10938 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.048894, -118.439098)"
SG412,7101 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098076, -118.345276)"
CB255A,1300 HILL ST,Single-Space,FLAT,$0.50,4HR,"(34.036521, -118.26296)"
VH239,2001 HILLHURST AVE,Single-Space,FLAT,$1.50,2HR,"(34.108545, -118.287532)"
BH101,2001 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.50,1HR,"(34.048624, -118.211634)"
WW297,301 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.068219, -118.309213)"
SG312,1501 ORANGE GROVE AVE,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.098356, -118.360525)"
HO179,1600 CAHUENGA BLVD,Single-Space,TOD,$1.50 - $3.00,2HR,"(34.100747, -118.329433)"
BF495,7601 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076228, -118.356699)"
WU1042,1000 INGRAHAM ST,Single-Space,FLAT,$1.50,4HR,"(34.051266, -118.262492)"
SS526,11300 NEBRASKA AVE,Single-Space,FLAT,$1.50,2HR,"(34.043665, -118.446501)"
MD942,1400 PLAY GROUND ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.06097, -118.199934)"
CB95,801 FIGUEROA ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.047184, -118.261998)"
WW1351,600 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.082385, -118.309006)"
TZ407,19100 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172453, -118.549667)"
WV238,900 BROXTON AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062936, -118.446942)"
WS533,1801 PONTIUS AVE,Single-Space,FLAT,$1.50,2HR,"(34.044299, -118.44229)"
ED537,600 CENTRAL AVE,Single-Space,FLAT,$1.00,4HR,"(34.03707, -118.240767)"
GA140,3200 GLENDALE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.118309, -118.260239)"
WA184,500 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.05982, -118.274562)"
WV405,10800 LE CONTE AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.063613, -118.444022)"
MM222,600 DUNSMUIR AVE,Single-Space,FLAT,$1.50,2HR,"(34.062585, -118.348204)"
VH169,2000 HILLHURST AVE,Single-Space,FLAT,$1.50,2HR,"(34.109149, -118.287324)"
SV575A,1500 ARGYLE AVE,Single-Space,TOD,$0.50 - $2.00,2HR,"(34.098409, -118.325058)"
VN868,14400 SYLVAN ST,Single-Space,FLAT,$1.50,2HR,"(34.184584, -118.448086)"
SL578,2401 GLENDALE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.102349, -118.259342)"
PB116,1301 RIDGELEY DR,Single-Space,FLAT,$1.50,4HR,"(34.048764, -118.355725)"
WW1467A,1101 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.050175, -118.309148)"
BF321B,700 EDINBURGH AVE,Single-Space,FLAT,$1.50,2HR,"(34.084156, -118.363689)"
BH181,2200 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.50,1HR,"(34.047656, -118.209916)"
CB218,1300 GRAND AVE,Single-Space,FLAT,$1.00,4HR,"(34.038645, -118.264335)"
PB39,5001 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048015, -118.348314)"
VW1894,3301 4TH ST,Single-Space,FLAT,$1.50,2HR,"(34.067429, -118.292035)"
MD566,1300 SAN PABLO ST,Single-Space,FLAT,$1.50,4HR,"(34.060703, -118.203667)"
CB634A,400 OLYMPIC BLVD,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.037787, -118.253456)"
SH57,1100 WILCOX AVE,Single-Space,FLAT,$1.50,1HR,"(34.091076, -118.330906)"
WW1956,3751 7TH ST,Single-Space,FLAT,$1.50,2HR,"(34.059766, -118.308537)"
BF209,700 SIERRA BONITA AVE,Single-Space,FLAT,$1.50,2HR,"(34.083948, -118.354217)"
CB1757,201 12TH ST,Single-Space,TOD,$0.50 - $5.00,2HR,"(34.036519, -118.257601)"
WW36,500 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.064091, -118.309004)"
PR427,1401 REXFORD DR,Single-Space,FLAT,$1.50,2HR,"(34.055006, -118.394335)"
C53,1300 30TH PL,Single-Space,FLAT,$1.50,1HR,"(34.026822, -118.29266)"
VN1173,6900 VAN NUYS BLVD,Single-Space,FLAT,$1.50,30MIN,"(34.196382, -118.448544)"
WA1305,2201 MIRAMAR ST,Single-Space,FLAT,$1.50,2HR,"(34.064571, -118.273336)"
TZ493,18700 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.170631, -118.540894)"
ED128,1100 8TH ST,Single-Space,FLAT,$1.00,4HR,"(34.034934, -118.245013)"
WB608,500 23RD ST,Single-Space,FLAT,$1.00,4HR,"(34.030467, -118.273839)"
LM490A,7201 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076256, -118.348167)"
WA814,2500 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.058669, -118.281917)"
BH276A,1900 1ST ST,Single-Space,FLAT,$1.50,1HR,"(34.046101, -118.216649)"
R560,18500 Wyandotte St,Single-Space,FLAT,$1.50,2HR,"(34.202895, -118.536618)"
WS551,10901 ASHTON AVE,Single-Space,FLAT,$1.50,2HR,"(34.057317, -118.44538)"
VW1752,2300 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047187, -118.287684)"
WW1710,501 SERRANO AVE,Single-Space,FLAT,$1.50,1HR,"(34.063763, -118.306675)"
TZ58,18300 CLARK ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.169721, -118.532979)"
CT182,901 BROADWAY,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.06586, -118.236605)"
LC347,8401 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076152, -118.373414)"
LM183,7001 WILLOUGHBY AVE,Single-Space,FLAT,$1.50,2HR,"(34.08714, -118.343267)"
CB2319,601 PICO BLVD,Single-Space,FLAT,$1.00,4HR,"(34.033246, -118.254723)"
SL255,3001 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.083602, -118.27378)"
SW512,5400 ROMAINE ST,Single-Space,FLAT,$1.50,2HR,"(34.088442, -118.310002)"
CP199,21400 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.200926, -118.598607)"
CC923,801 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00,2HR,"(34.061623, -118.244897)"
WA1307A,2201 MIRAMAR ST,Single-Space,FLAT,$1.50,2HR,"(34.064713, -118.273664)"
WS55,1400 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.054324, -118.440755)"
PR162,1401 ROBERTSON BLVD,Single-Space,FLAT,$1.50,2HR,"(34.05337, -118.384031)"
CB802,1101 SANTEE ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.036852, -118.256966)"
WW1759,600 SERRANO AVE,Single-Space,FLAT,$1.50,1HR,"(34.062294, -118.306497)"
TZ578,18700 PHILIPRIMM ST,Single-Space,FLAT,$1.50,2HR,"(34.172983, -118.541878)"
PM156,10000 VENICE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.022546, -118.399867)"
C33,1400 29TH ST,Single-Space,FLAT,$1.50,1HR,"(34.028617, -118.291934)"
BF9,601 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.082453, -118.361576)"
SV663,7101 DE LONGPRE AVE,Single-Space,FLAT,$1.00,2HR,"(34.096207, -118.344601)"
HP171,101 AVENUE 58,Single-Space,FLAT,$1.50,2HR,"(34.110709, -118.192221)"
LM127,701 ORANGE DR,Single-Space,FLAT,$1.50,2HR,"(34.083667, -118.341654)"
SW388,800 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.085083, -118.30902)"
WA116A,600 WESTLAKE AVE,Single-Space,FLAT,$1.50,1HR,"(34.057656, -118.274426)"
93227,3820 SUNSET BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.091141, -118.279257)"
MM265,600 HAUSER BLVD,Single-Space,FLAT,$1.50,2HR,"(34.062868, -118.351376)"
WN29,700 AVALON BLVD,Single-Space,FLAT,$1.50,2HR,"(33.779316, -118.262289)"
BF169A,7600 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083615, -118.35605)"
BF307,700 HAYWORTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.084025, -118.362616)"
VN518,6201 VAN NUYS BLVD,Single-Space,FLAT,$1.50,30MIN,"(34.183264, -118.448862)"
VW58,3001 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.05783, -118.293356)"
LM625,101 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.07437, -118.344157)"
WF223,300 LA JOLLA AVE,Single-Space,FLAT,$1.50,15MIN,"(34.072045, -118.367867)"
HW63,5200 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098016, -118.305059)"
CC1181,300 HOPE ST,Single-Space,TOD,$2.00 - $4.00,2HR,"(34.053271, -118.252565)"
HO208,1600 IVAR AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.101037, -118.32808)"
SW507,5401 ROMAINE ST,Single-Space,FLAT,$1.50,2HR,"(34.088544, -118.309621)"
CB483,1500 SANTEE ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.032584, -118.260249)"
CB321,1300 BROADWAY,Single-Space,FLAT,$1.00,4HR,"(34.036451, -118.261604)"
SVV473,900 HELIOTROPE DR,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.088843, -118.29488)"
VN153,6501 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.189314, -118.448866)"
SA144,1500 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076483, -118.25698)"
BF356,8000 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083672, -118.364481)"
CT218,401 ALPINE ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.062716, -118.239227)"
WF604,8400 BLACKBURN AVE,Single-Space,FLAT,$1.50,1HR,"(34.072353, -118.376106)"
CB2941A,601 HILL ST,Single-Space,TOD,$6.00 - $7.00,2HR,"(34.046402, -118.254116)"
CP288,7100 OWENSMOUTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.200406, -118.601465)"
PB338,5200 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048179, -118.35326)"
MD157,1601 MARENGO ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.059177, -118.212866)"
BF573,8201 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083807, -118.368271)"
SS322,11700 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.04295, -118.457598)"
VW313A,600 NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.50,2HR,"(34.062748, -118.292842)"
LP292,3401 43RD PL,Single-Space,FLAT,$1.50,2HR,"(34.004323, -118.331836)"
CB3750,501 LOS ANGELES ST,Single-Space,TOD,$2.00 - $4.00,2HR,"(34.04552, -118.248207)"
CB785,1001 SANTEE ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.038445, -118.255657)"
52153,1075 JEFFERSON BLVD,Multi-Space,FLAT,$1.50,4HR,"(34.0256, -118.288619)"
W7,6200 98TH ST,Single-Space,FLAT,$1.50,2HR,"(33.947269, -118.394936)"
CB2758,100 OLYMPIC BLVD,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.040562, -118.257105)"
WW583,651 ARDMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.060371, -118.302066)"
66129,6409 HOLLYWOOD BLVD,Multi-Space,TOD,$1.00 - $3.00,2HR,"(34.101687, -118.329934)"
